City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
462,Shakawe,BW,-18.3667,21.85,52.54,32,0,4.54,clear sky
463,Ravar,IR,31.2656,56.8055,87.42,28,1,7.27,clear sky
464,El Alto,PE,-4.2714,-81.2147,62.01,85,31,13.94,scattered clouds
465,Staryy Nadym,RU,65.6118,72.6842,59.76,47,11,15.88,few clouds
466,Saint Anthony,US,45.0205,-93.218,74.98,69,0,10.36,clear sky
467,Necochea,AR,-38.5473,-58.7368,49.35,79,100,5.88,overcast clouds
468,Urucara,BR,-2.5364,-57.76,72.73,97,98,3.0,overcast clouds
469,Omidiyeh,IR,30.7597,49.705,87.67,70,75,2.3,broken clouds
470,Menongue,AO,-14.6585,17.691,47.82,45,0,3.8,clear sky
471,Tura,IN,25.5198,90.2201,75.9,97,100,5.1,heavy intensity rain
472,Gat,IL,31.61,34.7642,78.08,100,22,1.95,few clouds
473,Toora-Khem,RU,52.4675,96.11,80.98,33,45,1.88,scattered clouds
474,Kununurra,AU,-15.7667,128.7333,91.38,14,19,5.75,few clouds
475,Tshikapa,CD,-6.4167,20.8,68.43,44,0,0.85,clear sky
476,Sao Desiderio,BR,-12.3633,-44.9733,64.51,47,8,3.44,clear sky
477,Shenzhen,CN,22.5455,114.0683,94.86,52,32,7.85,scattered clouds
478,Tame,CO,6.461,-71.73,70.9,94,100,3.4,overcast clouds
479,Srivardhan,IN,18.0333,73.0167,83.34,77,49,9.91,scattered clouds
480,Nikolsk,RU,53.7189,46.0712,62.53,79,100,6.2,overcast clouds
481,Kiruna,SE,67.8557,20.2251,43.72,93,20,2.3,few clouds
482,Mogadishu,SO,2.0371,45.3438,76.98,74,65,17.54,broken clouds
483,Mazyr,BY,52.0495,29.2456,65.82,66,100,11.97,overcast clouds
484,Labuhan,ID,-6.8844,112.2051,86.68,56,95,4.05,overcast clouds
485,Komsomolskiy,UZ,40.4272,71.7189,86.72,25,84,9.22,broken clouds
486,Rucheng,CN,32.3883,120.5553,91.96,74,62,10.07,broken clouds
487,Cayenne,GF,4.9333,-52.3333,78.1,1,75,1.14,broken clouds
488,Slavyanka,RU,42.8633,131.3847,78.03,80,98,9.42,overcast clouds
489,Rio Grande,BR,-32.035,-52.0986,50.27,75,48,6.24,scattered clouds
490,Aykhal,RU,66.0,111.5,72.95,62,82,8.81,moderate rain
491,Kenai,US,60.5544,-151.2583,62.02,92,100,10.36,overcast clouds
492,Fort Nelson,CA,58.8053,-122.7002,65.79,82,100,2.3,overcast clouds
493,Vardo,NO,70.3705,31.1107,51.78,100,100,10.36,overcast clouds
494,Shimoda,JP,34.6667,138.95,92.1,70,0,13.51,clear sky
495,Grindavik,IS,63.8424,-22.4338,48.15,93,75,8.05,broken clouds
496,Rajanpur,PK,29.1035,70.325,91.38,60,100,13.47,overcast clouds
497,Darhan,MN,49.4867,105.9228,79.56,41,75,4.81,broken clouds
498,Sinazongwe,ZM,-17.2614,27.4618,58.55,42,0,2.15,clear sky
499,Ustrzyki Dolne,PL,49.4304,22.5938,63.99,100,100,0.43,overcast clouds
500,Ust-Maya,RU,60.4167,134.5333,84.85,42,67,4.27,broken clouds
501,Hellvik,NO,59.9156,5.781,59.77,93,100,1.01,overcast clouds
502,Alto Araguaia,BR,-17.3147,-53.2153,61.72,56,2,3.67,clear sky
503,Ust-Kulom,RU,61.6864,53.6902,74.07,49,99,3.36,overcast clouds
504,Tilichiki,RU,60.4667,166.1,53.73,76,99,7.63,light rain
505,Thomasville,US,35.8826,-80.082,77.41,93,85,5.19,moderate rain
506,Bathsheba,BB,13.2167,-59.5167,83.01,96,40,20.71,scattered clouds
507,Severnyy,RU,50.677,36.5532,69.84,56,0,4.47,clear sky
508,Rantauprapat,ID,2.1,99.8333,90.97,49,32,3.87,scattered clouds
509,Batemans Bay,AU,-35.7167,150.1833,60.64,54,100,8.01,light rain
510,Talnakh,RU,69.4865,88.3972,51.21,78,97,18.77,overcast clouds
511,Alta Floresta,BR,-9.8756,-56.0861,67.55,46,1,1.97,clear sky
512,Nicolas Bravo,MX,18.45,-88.9167,72.88,99,51,2.35,broken clouds
513,Impfondo,CG,1.6381,18.0667,68.7,79,73,2.17,broken clouds
514,East Bridgewater,US,42.0334,-70.9592,72.84,79,4,4.34,clear sky
515,Brigantine,US,39.4101,-74.3646,77.0,78,0,4.61,clear sky
516,Sobreira,PT,41.5237,-7.8023,68.52,52,0,5.44,clear sky
517,Omboue,GA,-1.5746,9.2618,71.87,88,48,5.03,scattered clouds
518,Kasama,ZM,-10.2129,31.1808,58.48,58,30,3.71,scattered clouds
519,Mineros,BO,-17.1167,-63.2333,61.43,55,5,3.49,clear sky
520,San Jose,US,37.3394,-121.895,66.09,82,40,13.8,scattered clouds
521,Kidodi,TZ,-7.6036,37.0044,71.53,74,49,1.01,scattered clouds
522,Buritama,BR,-21.0661,-50.1472,60.26,34,0,7.0,clear sky
523,Derzhavinsk,KZ,51.1,66.3167,71.71,51,96,11.97,overcast clouds
524,Eureka,US,40.8021,-124.1637,61.2,88,78,1.23,broken clouds
525,Tessalit,ML,20.1986,1.0114,84.65,46,67,7.52,broken clouds
526,Santa Rosa,PH,14.3122,121.1114,87.12,73,97,6.06,overcast clouds
527,Marrakesh,MA,31.6315,-8.0083,80.67,44,0,2.3,clear sky
528,Vicam,MX,27.6333,-110.2833,85.86,65,50,1.9,scattered clouds
529,San Andres,CO,12.5847,-81.7006,82.42,78,75,14.97,broken clouds
530,Naze,JP,28.3667,129.4833,85.12,88,89,29.37,light rain
531,Vorokhta,UA,48.2869,24.5719,60.75,97,100,3.18,light rain
532,Valparaiso,CL,-33.0393,-71.6273,53.47,90,0,4.61,clear sky
533,Tual,ID,-5.6667,132.75,79.21,86,67,19.57,broken clouds
534,Nanchong,CN,30.7951,106.0847,92.97,53,38,6.49,scattered clouds
535,Berwick,US,41.0545,-76.2333,67.32,91,0,2.84,clear sky
536,Alyangula,AU,-13.8483,136.4192,77.36,65,24,5.26,few clouds
537,Santa Teresa,VE,10.2341,-66.6631,69.76,98,59,2.04,broken clouds
538,Huarmey,PE,-10.0681,-78.1522,62.47,85,3,7.14,clear sky
539,Biak,ID,-0.9131,122.8766,81.18,78,82,5.61,broken clouds
540,Sioux Lookout,CA,50.1001,-91.917,69.87,68,40,4.61,scattered clouds
541,Rabaul,PG,-4.1967,152.1721,86.09,64,47,15.7,scattered clouds
542,Nurota,UZ,40.5614,65.6886,85.33,27,0,10.42,clear sky
543,Abu Kamal,SY,34.4506,40.9171,92.35,20,0,10.36,clear sky
544,Ongandjera,NA,-17.8833,15.0667,51.55,45,5,4.34,clear sky
545,Henties Bay,NA,-22.116,14.2845,54.54,80,65,6.82,broken clouds
546,Gornopravdinsk,RU,60.05,69.9,72.54,65,96,9.22,overcast clouds
547,Xuddur,SO,4.1213,43.8894,73.29,69,25,21.41,scattered clouds
548,Paka,MY,4.6374,103.4368,85.93,79,20,4.61,moderate rain
549,Sao Gabriel Da Cachoeira,BR,-0.1303,-67.0892,71.6,97,97,1.14,overcast clouds
550,Mabaruma,GY,8.2,-59.7833,73.42,96,71,1.92,broken clouds
551,Neiafu,TO,-18.65,-173.9833,79.48,83,20,10.36,few clouds
552,Yairipok,IN,24.6667,94.0667,76.86,80,90,3.53,overcast clouds
553,Hirara,JP,24.8,125.2833,88.07,74,75,8.05,light rain
554,Havre-Saint-Pierre,CA,50.2334,-63.5986,55.76,94,100,11.5,overcast clouds
555,Filadelfia,US,39.9523,-75.1638,76.01,74,0,3.44,clear sky
556,Banda Aceh,ID,5.5577,95.3222,86.2,63,99,12.57,overcast clouds
557,Bangaon,IN,23.0667,88.8167,94.35,53,100,10.2,overcast clouds
558,Adrar,MR,20.5022,-10.0711,85.35,50,5,10.49,clear sky
559,Fare,PF,-16.7,-151.0167,78.69,72,0,24.9,light rain
560,Grandview,US,38.8858,-94.533,71.6,95,100,0.0,overcast clouds
561,Aimores,BR,-19.4958,-41.0639,62.83,89,5,2.71,clear sky
562,Nyrob,RU,60.733,56.7202,70.59,62,100,3.98,overcast clouds
563,Fort Frances,CA,48.5999,-93.4003,70.02,83,75,3.44,moderate rain
564,Svetlyy,RU,54.675,20.1347,63.97,72,100,9.13,light rain
565,Havre,FR,49.5833,0.3333,64.8,88,100,13.8,overcast clouds
566,Sulina,RO,45.1559,29.6536,78.28,63,15,2.1,few clouds
567,Shahr-E Babak,IR,30.1165,55.1186,78.01,43,25,5.1,scattered clouds
568,Ambilobe,MG,-13.2,49.05,74.19,59,0,5.17,clear sky
569,Cabedelo,BR,-6.9811,-34.8339,74.07,87,100,7.16,overcast clouds
570,Redmond,US,47.674,-122.1215,81.88,66,0,3.27,clear sky
571,Banjarmasin,ID,-3.3244,114.591,82.54,76,99,4.14,overcast clouds
572,Sorong,ID,-0.8833,131.25,84.47,69,99,8.25,overcast clouds
573,Pingxiang,CN,27.6167,113.85,96.48,39,10,4.76,clear sky
574,Belozerskoye,RU,55.8214,65.5842,72.75,61,43,7.25,scattered clouds
575,Bud,US,39.447,-86.1758,69.94,87,100,5.08,overcast clouds
576,Kathu,TH,7.9178,98.3332,88.7,90,100,9.35,overcast clouds
577,Katherine,AU,-14.4667,132.2667,89.92,19,83,10.36,broken clouds
578,Asyut,EG,27.181,31.1837,83.98,26,2,6.33,clear sky
579,Tsaratanana,MG,-16.7833,47.65,69.31,61,5,10.49,clear sky
580,Tabou,CI,4.423,-7.3528,74.95,81,100,5.55,overcast clouds
581,Salamiyah,SY,35.0113,37.0532,78.48,47,0,6.38,clear sky
582,General Roca,AR,-39.0333,-67.5833,46.04,60,100,3.36,overcast clouds
583,Santa Maria,BR,-29.6842,-53.8069,46.89,89,1,4.36,clear sky
584,Constitucion,CL,-35.3333,-72.4167,50.07,91,61,5.01,broken clouds
585,Kasongo-Lunda,CD,-6.4667,16.8167,63.57,65,0,0.83,clear sky
586,Palmas Bellas,PA,9.2319,-80.0867,80.02,90,95,6.2,overcast clouds
587,Pismo Beach,US,35.1428,-120.6413,70.63,84,0,4.61,clear sky
588,Caen,FR,49.0833,-0.4167,64.62,88,100,6.91,overcast clouds
589,Alice Town,BS,25.7167,-79.3,83.73,74,7,18.92,clear sky
590,Lithgow,AU,-33.4833,150.15,50.94,65,100,8.23,light rain
591,Pumiao,CN,22.75,108.4833,95.4,41,76,7.7,broken clouds
592,Shizunai,JP,42.3339,142.3669,77.56,79,94,10.27,overcast clouds
593,Defiance,US,41.3334,-84.45,66.18,82,0,3.44,clear sky
594,Marinette,US,45.1,-87.6307,68.09,83,0,6.91,clear sky
595,Nago,JP,26.5881,127.9761,85.05,94,100,26.17,light rain
596,Sabana Grande De Boya,DO,18.945,-69.7933,71.69,97,98,1.59,overcast clouds
597,Tuy Hoa,VN,13.0833,109.3,94.46,51,93,3.13,overcast clouds
598,Tsabong,BW,-26.0217,22.401,46.38,56,12,9.51,few clouds
599,Ust-Kut,RU,56.7938,105.7672,62.96,96,100,4.94,light rain
600,Esperance,AU,-33.8667,121.9,58.53,56,35,16.64,scattered clouds
601,Varzelandia,BR,-15.7014,-44.0275,66.51,38,0,3.94,clear sky
602,Marawi,PH,7.9986,124.2928,76.55,81,100,1.07,overcast clouds
603,Tenenkou,ML,14.4572,-4.9169,77.32,68,52,5.93,broken clouds
604,Quelimane,MZ,-17.8786,36.8883,60.75,94,0,0.0,fog
605,Florianopolis,BR,-27.6146,-48.5012,55.4,94,0,2.3,clear sky
606,Nkhata Bay,MW,-11.6066,34.2907,66.76,67,0,4.61,clear sky
607,Santa Cruz,BO,-17.8,-63.1667,67.46,52,100,4.61,overcast clouds
608,Butler,US,39.4501,-84.5666,68.36,82,0,3.44,clear sky
609,Japura,ID,-0.3167,102.35,90.59,52,53,4.92,broken clouds
610,Guapi,CO,2.5708,-77.8854,74.97,96,99,4.41,light rain
611,Kikwit,CD,-5.041,18.8162,72.43,42,30,2.21,scattered clouds
612,Tutoia,BR,-2.7619,-42.2744,76.86,88,86,11.01,overcast clouds
613,Turukhansk,RU,65.8167,87.9833,60.13,50,0,23.78,clear sky
614,Cravo Norte,CO,6.3017,-70.2041,75.15,91,86,3.47,overcast clouds
615,Port Moresby,PG,-9.4431,147.1797,87.22,66,40,11.5,haze
616,Gwadar,PK,25.1216,62.3254,82.65,81,99,11.03,overcast clouds
617,New Ipswich,US,42.7481,-71.8542,64.15,90,0,1.99,clear sky
618,Kaabong,UG,3.4836,34.1492,64.02,77,90,1.92,overcast clouds
619,Vuktyl,RU,63.8567,57.3094,68.02,55,46,10.89,scattered clouds
620,Saint-Georges,GD,12.0564,-61.7485,79.93,84,42,17.27,scattered clouds
621,Mount Pleasant,US,32.7941,-79.8626,84.99,88,75,3.44,broken clouds
622,Lerwick,GB,60.1545,-1.1494,53.6,85,73,12.19,broken clouds
623,Nhulunbuy,AU,-12.2333,136.7667,81.21,69,75,13.8,broken clouds
624,Mombetsu,JP,44.3525,143.3525,73.42,83,75,18.41,broken clouds
625,Yangambi,CD,0.8102,24.4336,69.66,97,95,0.25,overcast clouds
626,Wajima,JP,37.4,136.9,92.08,51,40,16.11,scattered clouds
627,Magadan,RU,59.5667,150.8,58.53,89,100,7.16,overcast clouds
628,Koumac,NC,-20.5667,164.2833,72.48,72,66,18.86,broken clouds
629,Severo-Yeniseyskiy,RU,60.3725,93.0408,78.35,48,19,6.71,few clouds
630,Aktash,RU,50.3,87.7333,62.58,46,73,1.1,broken clouds
631,Riyadh,SA,24.6877,46.7219,93.34,46,72,8.97,broken clouds
632,Markova,UA,48.6758,24.4138,63.3,94,100,2.59,overcast clouds
633,Kismayo,SO,-0.3582,42.5454,76.77,78,62,14.27,light rain
634,Yining,CN,29.0361,114.5636,95.41,43,3,2.06,clear sky
635,Sinnamary,GF,5.3833,-52.95,77.74,84,81,7.78,broken clouds
636,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,70.0,97,90,2.33,overcast clouds
637,Laplace,US,30.0666,-90.4801,78.98,90,0,0.0,clear sky
638,Nikel,RU,69.4128,30.222,53.78,97,100,2.84,overcast clouds
639,Verkhnevilyuysk,RU,63.4453,120.3167,77.77,54,80,4.38,broken clouds
640,Korsakov,RU,46.6328,142.7813,64.24,77,45,13.2,scattered clouds
641,Kandrian,PG,-6.2167,149.55,84.72,69,75,12.39,broken clouds
642,Ciudad Bolivar,VE,8.1222,-63.5497,76.86,86,100,7.94,overcast clouds
643,Mayor Pablo Lagerenza,PY,-19.9309,-60.7718,59.94,51,2,5.26,clear sky
644,Kathmandu,NP,27.7167,85.3167,77.22,83,75,3.44,broken clouds
645,Grootfontein,NA,-19.5667,18.1167,49.57,37,2,4.61,clear sky
646,Mackay,AU,-21.15,149.2,71.69,75,100,14.79,overcast clouds
647,Harbour Breton,CA,47.4833,-55.7983,61.47,98,95,11.32,overcast clouds
648,Planaltina,BR,-15.4528,-47.6142,63.0,40,1,3.36,clear sky
649,Tortoli,IT,39.9256,9.6572,80.42,36,0,10.36,clear sky
650,Manicore,BR,-5.8092,-61.3003,71.55,94,0,1.14,clear sky
651,Tabas,IR,33.5959,56.9244,95.22,28,0,6.91,clear sky
652,Monteiro,BR,-7.8894,-37.12,68.34,93,96,5.35,overcast clouds
653,Buraydah,SA,26.326,43.975,93.65,38,99,7.11,overcast clouds
654,Naryan-Mar,RU,67.6713,53.087,63.0,40,87,11.07,overcast clouds
655,Culfa,AZ,38.9558,45.6308,84.07,45,29,5.17,scattered clouds
656,Lokoja,NG,7.8024,6.743,72.0,98,100,3.27,overcast clouds
657,Gracac,HR,44.3006,15.8547,60.55,71,0,6.78,clear sky
658,La Ronge,CA,55.1001,-105.2842,61.05,77,75,5.75,broken clouds
659,Thinadhoo,MV,0.5333,72.9333,77.95,88,100,19.39,heavy intensity rain
660,Araouane,ML,18.9048,-3.5265,89.04,39,97,4.56,overcast clouds
661,Buribay,RU,51.9617,58.1592,66.36,67,100,6.29,overcast clouds
662,Itacoatiara,BR,-3.1431,-58.4442,72.75,95,93,3.62,overcast clouds
663,Adamovka,RU,51.5223,59.9396,72.75,48,55,7.14,broken clouds
664,Tessaoua,NE,13.7574,7.9874,75.88,74,99,8.05,overcast clouds
665,San Carlos De Bariloche,AR,-41.1456,-71.3082,30.24,74,0,5.75,clear sky
666,Merrill,US,45.1805,-89.6835,65.12,84,0,3.44,clear sky
667,Igrim,RU,63.1906,64.4162,65.07,49,78,11.39,broken clouds
668,Brownsville,US,25.9018,-97.4975,83.91,84,0,6.91,clear sky
669,Ulaangom,MN,49.9811,92.0667,73.87,44,100,5.39,overcast clouds
670,San Patricio,US,28.017,-97.5169,85.89,73,71,13.33,broken clouds
671,Rawlins,US,41.7911,-107.2387,75.09,29,75,16.11,broken clouds
672,Lampa,CL,-33.2833,-70.9,50.65,81,100,1.14,overcast clouds
673,Zhuanghe,CN,39.7008,122.9911,77.61,91,100,10.51,overcast clouds
674,Tupik,RU,54.4253,119.9327,72.84,69,99,9.22,light rain
675,Vestmannaeyjar,IS,63.4427,-20.2734,49.64,78,15,15.1,few clouds
676,Shaoyang,CN,27.2315,111.4525,91.72,47,32,2.28,scattered clouds
677,Wanning,CN,18.8003,110.3967,88.25,68,40,9.19,scattered clouds
678,Mulchen,CL,-37.7167,-72.2333,42.24,98,62,1.39,broken clouds
679,Challakere,IN,14.3167,76.65,82.62,62,73,6.13,broken clouds
680,Cockburn Town,TC,21.4612,-71.1419,81.82,87,29,24.36,scattered clouds
681,Yarim,YE,14.298,44.3779,54.57,81,100,4.36,moderate rain
682,Thung Song,TH,8.1645,99.6804,93.42,67,100,7.56,overcast clouds
683,Tailai,CN,46.3833,123.4,87.28,58,99,13.09,overcast clouds
684,Hobyo,SO,5.3505,48.5268,78.01,74,63,22.5,broken clouds
685,Salyan,AZ,39.5936,48.9805,80.51,58,82,2.66,light rain
686,Zhoucheng,CN,35.9122,116.3117,89.26,60,17,5.97,few clouds
687,Soyo,AO,-6.1349,12.3689,71.8,83,88,7.56,overcast clouds
688,Miguel Hidalgo,MX,19.4225,-99.2028,62.51,68,75,10.0,broken clouds
689,Osypenko,UA,46.9136,36.8253,78.8,39,2,16.04,clear sky
690,Dosso,NE,13.049,3.1937,74.44,83,95,13.89,overcast clouds
691,Bintulu,MY,3.1667,113.0333,86.41,70,40,4.61,light rain
692,Bacalar,MX,18.6667,-88.3833,75.83,94,86,4.29,overcast clouds
693,Chifeng,CN,42.2683,118.9636,88.95,41,15,4.63,few clouds
